"","Species_ID","Bishop_DB_Match","TSN","Taxonomic_Order","Taxonomic_Family","Genus","Species","Subdivision","Scientific_name","taxonRank","Authority","Synonym","Authority_Source","Citation","Common_name","Code","Life_form","Life_cycle","Omit_in_NPSpecies","Complete","Update_date","Update_by","Update_comments","TSN_park","Park","Park_common_name","Life_form_park","Nativeness","Distribution","Conservation_status","Update_date_park","Update_by_park","Update_comments_park","pacn_name","pacn_auth","bish_id","bish_name","bish_name_auth","bish_name_status","bish_accepted_name_id","bish_accepted_status","bish_IPNIID","bish_parentNameUsageID","bish_scientificName","bish_scientificNameAuthorship","bish_namePublishedIn","bish_taxonRank","bish_kingdom","bish_phylum","bish_class","bish_order","bish_family","bish_genus","bish_subgenus","bish_specificEpithet","bish_infraspecificEpithet","bish_Federal Status","bish_IUCNClassification","bish_RedlistCriteria","bish_vernacularName","pacn_new_bish_db_match"
"1942","20100315154438-618325650.691986","No",524005,"Asterales","Asteraceae","Dubautia","plantaginea","ssp. plantaginea","Dubautia plantaginea ssp. plantaginea","subspecies","Gaudich.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","plantainleaf dubautia","DUBPLA3","Shrub","Perennial",FALSE,TRUE,2025-12-09 15:35:47,"Jacob Gross","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",524005,"KALA","na‘ena‘e","Tree","Native","end",NA,2025-12-09,"Jacob Gross","changed to tree life form","Dubautia plantaginea subsp. plantaginea","Gaudich.","D29FBC7D-01D4-4110-8E7A-56D92AAC0BCA","Dubautia plantaginea subsp. plantaginea","NULL","Accepted","D29FBC7D-01D4-4110-8E7A-56D92AAC0BCA","Accepted","77179766-1","B2A2CB99-B93D-4E02-853E-9DAED4CA1849","Dubautia plantaginea subsp. plantaginea","NULL","NULL","subspecies","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Dubautia","NULL","plantaginea","plantaginea","NULL","NULL","NULL","kupaoa, kūpaoa, na‘ena‘e","Yes"
"1943","20100315154438-618594646.453857","Yes",36465,"Asterales","Asteraceae","Ageratina","adenophora",NA,"Ageratina adenophora","species","(Spreng.) R. King & H. Robinson",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","Maui pamakani, pa‘makani haole","AGEADE","Shrub","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",36465,"KALA","Maui pamakani","Shrub","Non-Native","nat",NA,NA,NA,NA,"Ageratina adenophora","(Spreng.) R. King & H. Robinson","F2DC78B1-9E3F-47BD-84E7-0E7176F64199","Ageratina adenophora","(Spreng.) R.M.King & H.Rob.","Accepted","F2DC78B1-9E3F-47BD-84E7-0E7176F64199","Accepted","6811-2","A806FE26-9BF4-4E7B-B0A1-45218880FA87","Ageratina adenophora","(Spreng.) R.M.King & H.Rob.","Phytologia 19: 211 (1970)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Ageratina","NULL","adenophora","NULL","NULL","NULL","NULL","ageratina, Crofton weed, Maui pāmakani [Maui pamakani], pāmakani haole [pamakani haole]","Yes"
"1944","20100315154438-618594646.453857","Yes",36465,"Asterales","Asteraceae","Ageratina","adenophora",NA,"Ageratina adenophora","species","(Spreng.) R. King & H. Robinson",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","Maui pamakani, pa‘makani haole","AGEADE","Shrub","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",36465,"HALE","Maui pamakani","Shrub","Non-Native","nat",NA,NA,NA,NA,"Ageratina adenophora","(Spreng.) R. King & H. Robinson","F2DC78B1-9E3F-47BD-84E7-0E7176F64199","Ageratina adenophora","(Spreng.) R.M.King & H.Rob.","Accepted","F2DC78B1-9E3F-47BD-84E7-0E7176F64199","Accepted","6811-2","A806FE26-9BF4-4E7B-B0A1-45218880FA87","Ageratina adenophora","(Spreng.) R.M.King & H.Rob.","Phytologia 19: 211 (1970)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Ageratina","NULL","adenophora","NULL","NULL","NULL","NULL","ageratina, Crofton weed, Maui pāmakani [Maui pamakani], pāmakani haole [pamakani haole]","Yes"
"1945","20100315154438-618594646.453857","Yes",36465,"Asterales","Asteraceae","Ageratina","adenophora",NA,"Ageratina adenophora","species","(Spreng.) R. King & H. Robinson",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990","Maui pamakani, pa‘makani haole","AGEADE","Shrub","Perennial",FALSE,TRUE,2013-12-12 15:35:47,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",36465,"HAVO","Maui pamakani","Shrub","Non-Native","nat",NA,NA,NA,NA,"Ageratina adenophora","(Spreng.) R. King & H. Robinson","F2DC78B1-9E3F-47BD-84E7-0E7176F64199","Ageratina adenophora","(Spreng.) R.M.King & H.Rob.","Accepted","F2DC78B1-9E3F-47BD-84E7-0E7176F64199","Accepted","6811-2","A806FE26-9BF4-4E7B-B0A1-45218880FA87","Ageratina adenophora","(Spreng.) R.M.King & H.Rob.","Phytologia 19: 211 (1970)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Ageratina","NULL","adenophora","NULL","NULL","NULL","NULL","ageratina, Crofton weed, Maui pāmakani [Maui pamakani], pāmakani haole [pamakani haole]","Yes"
"1946","20100315154438-619187593.460083","Yes",42634,"Liliales","Liliaceae","Allium","spp.",NA,"Allium spp.","genus",NA,NA,NA,NA,NA,"ALLSP.",NA,NA,FALSE,FALSE,2013-11-07,"Kelly Kozar","Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",42634,"HAVO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Allium","","17C068A2-0A15-4AA7-A892-BB6A8565509A","Allium","L.","Accepted","17C068A2-0A15-4AA7-A892-BB6A8565509A","Accepted","30000901-2","D893CFAF-7EAF-4183-A155-621D98689C51","Allium","L.","Sp. Pl.: 300 (1753)","genus","Viridiplantae","Magnoliophyta","Monocots","Asparagales","Amaryllidaceae","Allium","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes"
"1947","20100315154438-619644522.666931","Yes",23249,"Capparales","Brassicaceae","Matthiola","incana",NA,"Matthiola incana","species",NA,NA,NA,NA,"tenweeks stock","MATINC","Subshrub","All",FALSE,FALSE,NA,NA,NA,23249,"HAVO",NA,NA,"Non-Native",NA,NA,NA,NA,NA,"Matthiola incana","","9E0DE9B8-B570-4CB8-8E80-E057AA6A45BA","Matthiola incana","(L.) W.T.Aiton","Accepted","9E0DE9B8-B570-4CB8-8E80-E057AA6A45BA","Accepted","286910-1","A5E452BF-1010-48E0-ACD6-8BCB9C9E70EC","Matthiola incana","(L.) W.T.Aiton","Hortus Kew. 4: 119 (1812)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Brassicales","Brassicaceae","Matthiola","NULL","incana","NULL","NULL","NULL","NULL","NULL","Yes"
"1948","20100315154438-619725108.146667","Yes",506289,"Fabales","Fabaceae","Senna","septemtrionalis",NA,"Senna septemtrionalis","species","(Viv.) H. S. Irwin & Barneby",NA,"Wagner et al. 2012","Wagner & Herbst, 1995; Herbarium Pacificum Staff, 1996","kalamona, kolomona","SENSEP","Shrub","Perennial",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",506289,"HALE","kolomona","Shrub","Non-Native","nat",NA,NA,NA,NA,"Senna septemtrionalis","(Viv.) H. S. Irwin & Barneby","7F356294-ECD9-4315-941C-E9A7591533DF","Senna septemtrionalis","(Viv.) H.S.Irwin & Barneby","Accepted","7F356294-ECD9-4315-941C-E9A7591533DF","Accepted","234652-2","4A321026-E1D8-4704-A86C-C3E88F9C12A9","Senna septemtrionalis","(Viv.) H.S.Irwin & Barneby","Mem. New York Bot. Gard. 35: 365 (1982)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Fabales","Fabaceae","Senna","NULL","septemtrionalis","NULL","NULL","Least Concern","NULL","arsenic bush, kalamona, kolomona, senna","Yes"
"1949","20100315154438-619725108.146667","Yes",506289,"Fabales","Fabaceae","Senna","septemtrionalis",NA,"Senna septemtrionalis","species","(Viv.) H. S. Irwin & Barneby",NA,"Wagner et al. 2012","Wagner & Herbst, 1995; Herbarium Pacificum Staff, 1996","kalamona, kolomona","SENSEP","Shrub","Perennial",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",506289,"KALA","kolomona","Shrub","Non-Native","nat",NA,NA,NA,NA,"Senna septemtrionalis","(Viv.) H. S. Irwin & Barneby","7F356294-ECD9-4315-941C-E9A7591533DF","Senna septemtrionalis","(Viv.) H.S.Irwin & Barneby","Accepted","7F356294-ECD9-4315-941C-E9A7591533DF","Accepted","234652-2","4A321026-E1D8-4704-A86C-C3E88F9C12A9","Senna septemtrionalis","(Viv.) H.S.Irwin & Barneby","Mem. New York Bot. Gard. 35: 365 (1982)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Fabales","Fabaceae","Senna","NULL","septemtrionalis","NULL","NULL","Least Concern","NULL","arsenic bush, kalamona, kolomona, senna","Yes"
"1950","20100315154438-619725108.146667","Yes",506289,"Fabales","Fabaceae","Senna","septemtrionalis",NA,"Senna septemtrionalis","species","(Viv.) H. S. Irwin & Barneby",NA,"Wagner et al. 2012","Wagner & Herbst, 1995; Herbarium Pacificum Staff, 1996","kalamona, kolomona","SENSEP","Shrub","Perennial",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",506289,"HAVO","kolomona","Shrub","Non-Native","nat",NA,NA,NA,NA,"Senna septemtrionalis","(Viv.) H. S. Irwin & Barneby","7F356294-ECD9-4315-941C-E9A7591533DF","Senna septemtrionalis","(Viv.) H.S.Irwin & Barneby","Accepted","7F356294-ECD9-4315-941C-E9A7591533DF","Accepted","234652-2","4A321026-E1D8-4704-A86C-C3E88F9C12A9","Senna septemtrionalis","(Viv.) H.S.Irwin & Barneby","Mem. New York Bot. Gard. 35: 365 (1982)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Fabales","Fabaceae","Senna","NULL","septemtrionalis","NULL","NULL","Least Concern","NULL","arsenic bush, kalamona, kolomona, senna","Yes"
"1951","20100315154438-619933187.961578","Yes",0,"Asterales","Asteraceae","Dubautia","waianapanapaensis",NA,"Dubautia waianapanapaensis","species","G.D. Carr","Dubautia dolosa, Argyroxiphium sandwicense ssp. macrocephalum X Dubautia menziesii","ITIS",NA,"na`ena`e","DUBWAI","Shrub","Perennial",FALSE,FALSE,2025-12-09,"Jacob Gross","Updated synonym to Dubautia dolosa, and deleted the record for Dubautia dolosa from the lookup table.  8/18/21:  Fixed mis-spelling in waianapanapaensis (from waianapanapaenis).",512607,"HALE","na‘ena‘e","Shrub","Native",NA,NA,2025-12-09,"Jacob Gross",NA,"Dubautia waianapanapaensis","G.D. Carr","C4257CD5-4C76-4002-8FDC-71FC25E36FC0","Dubautia waianapanapaensis","G.D.Carr","Accepted","C4257CD5-4C76-4002-8FDC-71FC25E36FC0","Accepted","202217-1","E4B362C4-AE11-4B82-A3F2-67996A58C82E","Dubautia waianapanapaensis","G.D.Carr","Pacific Sci. 33(3): 234 (1980)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Dubautia","NULL","waianapanapaensis","NULL","NULL","NULL","NULL","kūpaoa [kupaoa], na‘ena‘e [naenae]","Yes"
"1952","20100315154438-620345652.103424","Yes",40988,"Cyperales","Poaceae","Panicum","torridum",NA,"Panicum torridum","species","Gaudich.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990; Wood & LeGrande 2006","torrid panicgrass","PANTOR","Grass","Annual",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t",40988,"HAVO",NA,NA,"Native","end",NA,NA,NA,NA,"Panicum torridum","Gaudich.","D3342D7A-2AF3-4110-9032-28A23E20AFF2","Panicum torridum","Gaudich.","Accepted","D3342D7A-2AF3-4110-9032-28A23E20AFF2","Accepted","413364-1","B10B91B6-77D1-4C85-BF67-2ECE4EC2C319","Panicum torridum","Gaudich.","Voy. Uranie: 411 (1829)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Poaceae","Panicum","NULL","torridum","NULL","NULL","NULL","NULL","hākonakona [hakonakona] (Ni‘ihau), kai o‘i‘o (Ni‘ihau via St. John), kākonakona [kakonakona], konakona","Yes"
"1953","20100315154438-620345652.103424","Yes",40988,"Cyperales","Poaceae","Panicum","torridum",NA,"Panicum torridum","species","Gaudich.",NA,"2012 Bishop Museum Technical Report 60","Wagner et al. 1990; Wood & LeGrande 2006","torrid panicgrass","PANTOR","Grass","Annual",FALSE,FALSE,2013-12-13 12:17:25,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database. Updated life form in xref t",40988,"KALA",NA,NA,"Native","end",NA,NA,NA,NA,"Panicum torridum","Gaudich.","D3342D7A-2AF3-4110-9032-28A23E20AFF2","Panicum torridum","Gaudich.","Accepted","D3342D7A-2AF3-4110-9032-28A23E20AFF2","Accepted","413364-1","B10B91B6-77D1-4C85-BF67-2ECE4EC2C319","Panicum torridum","Gaudich.","Voy. Uranie: 411 (1829)","species","Viridiplantae","Magnoliophyta","Monocots","Poales","Poaceae","Panicum","NULL","torridum","NULL","NULL","NULL","NULL","hākonakona [hakonakona] (Ni‘ihau), kai o‘i‘o (Ni‘ihau via St. John), kākonakona [kakonakona], konakona","Yes"
"1954","20100315154438-620957195.75882","Yes",38476,"Asterales","Asteraceae","Synedrella","nodiflora",NA,"Synedrella nodiflora","species","(L.) Gaertn.",NA,"Wagner et al. 2012","Oppenheimer, 2007","nodeweed","SYNNOD","Herb","Annual",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",38476,"HAVO","nodeweed","Herb","Non-Native","nat",NA,NA,NA,NA,"Synedrella nodiflora","(L.) Gaertn.","4BCC2797-696A-4E26-B8A6-CB3A82914DC4","Synedrella nodiflora","(L.) Gaertn.","Accepted","4BCC2797-696A-4E26-B8A6-CB3A82914DC4","Accepted","252024-1","85C533FD-7767-4B48-9979-65BFC16FB715","Synedrella nodiflora","(L.) Gaertn.","Fruct. Sem. Pl. 2(3): 456, t. 171 (1791)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Synedrella","NULL","nodiflora","NULL","NULL","NULL","NULL","cinderella weed, nodeweed","Yes"
"1955","20100315154438-620957195.75882","Yes",38476,"Asterales","Asteraceae","Synedrella","nodiflora",NA,"Synedrella nodiflora","species","(L.) Gaertn.",NA,"Wagner et al. 2012","Oppenheimer, 2007","nodeweed","SYNNOD","Herb","Annual",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",38476,"HALE","nodeweed","Herb","Non-Native","nat",NA,NA,NA,NA,"Synedrella nodiflora","(L.) Gaertn.","4BCC2797-696A-4E26-B8A6-CB3A82914DC4","Synedrella nodiflora","(L.) Gaertn.","Accepted","4BCC2797-696A-4E26-B8A6-CB3A82914DC4","Accepted","252024-1","85C533FD-7767-4B48-9979-65BFC16FB715","Synedrella nodiflora","(L.) Gaertn.","Fruct. Sem. Pl. 2(3): 456, t. 171 (1791)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Synedrella","NULL","nodiflora","NULL","NULL","NULL","NULL","cinderella weed, nodeweed","Yes"
"1956","20100315154438-620957195.75882","Yes",38476,"Asterales","Asteraceae","Synedrella","nodiflora",NA,"Synedrella nodiflora","species","(L.) Gaertn.",NA,"Wagner et al. 2012","Oppenheimer, 2007","nodeweed","SYNNOD","Herb","Annual",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",38476,"KALA","nodeweed","Herb","Non-Native","nat",NA,NA,NA,NA,"Synedrella nodiflora","(L.) Gaertn.","4BCC2797-696A-4E26-B8A6-CB3A82914DC4","Synedrella nodiflora","(L.) Gaertn.","Accepted","4BCC2797-696A-4E26-B8A6-CB3A82914DC4","Accepted","252024-1","85C533FD-7767-4B48-9979-65BFC16FB715","Synedrella nodiflora","(L.) Gaertn.","Fruct. Sem. Pl. 2(3): 456, t. 171 (1791)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Asterales","Asteraceae","Synedrella","NULL","nodiflora","NULL","NULL","NULL","NULL","cinderella weed, nodeweed","Yes"
"1957","20100315154438-621668577.194214","Yes",27914,"Santalales","Santalaceae","Korthalsella","cylindrica",NA,"Korthalsella cylindrica","species","(Tiegh.) Engl.",NA,"Wagner et al. 2012","Molvray, 1997","hulumoa, kaumahana","KORCYL","Herb","Perennial",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012.",27914,"HALE","hulumoa","Herb","Native","end",NA,NA,NA,NA,"Korthalsella cylindrica","(Tiegh.) Engl.","A444EFBA-F4CF-4E96-9DB6-401B6EA45EB4","Korthalsella cylindrica","(Tiegh.) Engl.","Accepted","A444EFBA-F4CF-4E96-9DB6-401B6EA45EB4","Accepted","548860-1","5BB78D89-00D0-4114-956F-1454489DABA5","Korthalsella cylindrica","(Tiegh.) Engl.","H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam., Nachtr. 1: 138 (1897)","species","Viridiplantae","Magnoliophyta","Santalopsida","Santalales","Santalaceae","Korthalsella","NULL","cylindrica","NULL","NULL","NULL","NULL","hulumoa, kaumahana","Yes"
"1958","20100315154438-621668577.194214","Yes",27914,"Santalales","Santalaceae","Korthalsella","cylindrica",NA,"Korthalsella cylindrica","species","(Tiegh.) Engl.",NA,"Wagner et al. 2012","Molvray, 1997","hulumoa, kaumahana","KORCYL","Herb","Perennial",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012.",27914,"HAVO","hulumoa","Herb","Native","end",NA,NA,NA,NA,"Korthalsella cylindrica","(Tiegh.) Engl.","A444EFBA-F4CF-4E96-9DB6-401B6EA45EB4","Korthalsella cylindrica","(Tiegh.) Engl.","Accepted","A444EFBA-F4CF-4E96-9DB6-401B6EA45EB4","Accepted","548860-1","5BB78D89-00D0-4114-956F-1454489DABA5","Korthalsella cylindrica","(Tiegh.) Engl.","H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam., Nachtr. 1: 138 (1897)","species","Viridiplantae","Magnoliophyta","Santalopsida","Santalales","Santalaceae","Korthalsella","NULL","cylindrica","NULL","NULL","NULL","NULL","hulumoa, kaumahana","Yes"
"1959","20100315154438-621668577.194214","Yes",27914,"Santalales","Santalaceae","Korthalsella","cylindrica",NA,"Korthalsella cylindrica","species","(Tiegh.) Engl.",NA,"Wagner et al. 2012","Molvray, 1997","hulumoa, kaumahana","KORCYL","Herb","Perennial",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated family to new family name based on Wagner et al. 2012.",27914,"KALA","hulumoa","Herb","Native","end",NA,NA,NA,NA,"Korthalsella cylindrica","(Tiegh.) Engl.","A444EFBA-F4CF-4E96-9DB6-401B6EA45EB4","Korthalsella cylindrica","(Tiegh.) Engl.","Accepted","A444EFBA-F4CF-4E96-9DB6-401B6EA45EB4","Accepted","548860-1","5BB78D89-00D0-4114-956F-1454489DABA5","Korthalsella cylindrica","(Tiegh.) Engl.","H.G.A.Engler & K.A.E.Prantl, Nat. Pflanzenfam., Nachtr. 1: 138 (1897)","species","Viridiplantae","Magnoliophyta","Santalopsida","Santalales","Santalaceae","Korthalsella","NULL","cylindrica","NULL","NULL","NULL","NULL","hulumoa, kaumahana","Yes"
"1960","20100315154438-622545897.960663","No",35023,"Rubiales","Rubiaceae","Hedyotis","mannii",NA,"Hedyotis mannii","species",NA,NA,NA,NA,"pilo","HEDMAN","Shrub","Perennial",FALSE,FALSE,2013-12-13 12:15:59,"Kelly Kozar","Updated life form and conservation status in cross reference table from data in the PLANTS database.",35023,"KALA",NA,NA,"Native",NA,"E",NA,NA,NA,"Hedyotis mannii","","89AC9BFC-1CAC-4793-9D3F-271BB07C9C27","Hedyotis mannii","Fosberg","Homotypic_Synonym","EE654FB3-F01A-45F7-A3AA-D8BCBD9825AA","Accepted","754631-1","4E86422C-F4D2-40CF-952A-B556C32B4CBB","Kadua laxiflora","H.Mann","Proc. Amer. Acad. Arts 7: 171 (1867)","species","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Gentianales","Rubiaceae","Kadua","NULL","laxiflora","NULL","Endangered","Critically Endangered","B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v); C2a(i,ii); D","manono, pilo","Yes"
"1961","20100315154438-622696697.711945","Yes",23904,"Primulales","Primulaceae","Myrsine","spp.",NA,"Myrsine spp.","genus",NA,NA,NA,NA,NA,"MYRSP.","Tree",NA,FALSE,TRUE,2013-11-07,"Kelly Kozar","Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",23904,"HALE","kōlea","Tree","Native","end",NA,NA,NA,NA,"Myrsine","","B8135A12-3DAF-4FCE-8EB5-15092A496DD9","Myrsine","L.","Accepted","B8135A12-3DAF-4FCE-8EB5-15092A496DD9","Accepted","27339-1","7C622923-B07C-485F-AFD0-9626798898DA","Myrsine","L.","Sp. Pl.: 196 (1753)","genus","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Ericales","Primulaceae","Myrsine","NULL","NULL","NULL","NULL","NULL","NULL","kōlea [kolea]","Yes"
"1962","20100315154438-622696697.711945","Yes",23904,"Primulales","Primulaceae","Myrsine","spp.",NA,"Myrsine spp.","genus",NA,NA,NA,NA,NA,"MYRSP.","Tree",NA,FALSE,TRUE,2013-11-07,"Kelly Kozar","Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",23904,"HAVO","kōlea","Tree","Native","end",NA,NA,NA,NA,"Myrsine","","B8135A12-3DAF-4FCE-8EB5-15092A496DD9","Myrsine","L.","Accepted","B8135A12-3DAF-4FCE-8EB5-15092A496DD9","Accepted","27339-1","7C622923-B07C-485F-AFD0-9626798898DA","Myrsine","L.","Sp. Pl.: 196 (1753)","genus","Viridiplantae","Magnoliophyta","Eudicot-Asterids","Ericales","Primulaceae","Myrsine","NULL","NULL","NULL","NULL","NULL","NULL","kōlea [kolea]","Yes"
"1963","20100315154438-622792601.585388","Yes",26871,"Fabales","Fabaceae","Pithecellobium","dulce",NA,"Pithecellobium dulce","species","(Roxb.) Benth.",NA,"Wagner et al. 2012","Oppenheimer & Bartlett, 2002","‘opiuma","PITDUL","Tree","Perennial",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",26871,"KAHO","‘opiuma","Tree","Non-Native","nat",NA,NA,NA,NA,"Pithecellobium dulce","(Roxb.) Benth.","D35FC101-998C-450A-AEAD-D9320445357A","Pithecellobium dulce","(Roxb.) Benth.","Accepted","D35FC101-998C-450A-AEAD-D9320445357A","Accepted","1003508-2","54905121-DD6B-49C0-A1DB-F273383A3994","Pithecellobium dulce","(Roxb.) Benth.","London J. Bot. 3: 199 (1844)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Fabales","Fabaceae","Pithecellobium","NULL","dulce","NULL","NULL","Least Concern","NULL","‘opiuma [opiuma], Manila tamarind","Yes"
"1964","20100315154438-622792601.585388","Yes",26871,"Fabales","Fabaceae","Pithecellobium","dulce",NA,"Pithecellobium dulce","species","(Roxb.) Benth.",NA,"Wagner et al. 2012","Oppenheimer & Bartlett, 2002","‘opiuma","PITDUL","Tree","Perennial",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",26871,"HAVO","‘opiuma","Tree","Non-Native","nat",NA,NA,NA,NA,"Pithecellobium dulce","(Roxb.) Benth.","D35FC101-998C-450A-AEAD-D9320445357A","Pithecellobium dulce","(Roxb.) Benth.","Accepted","D35FC101-998C-450A-AEAD-D9320445357A","Accepted","1003508-2","54905121-DD6B-49C0-A1DB-F273383A3994","Pithecellobium dulce","(Roxb.) Benth.","London J. Bot. 3: 199 (1844)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Fabales","Fabaceae","Pithecellobium","NULL","dulce","NULL","NULL","Least Concern","NULL","‘opiuma [opiuma], Manila tamarind","Yes"
"1965","20100315154438-622792601.585388","Yes",26871,"Fabales","Fabaceae","Pithecellobium","dulce",NA,"Pithecellobium dulce","species","(Roxb.) Benth.",NA,"Wagner et al. 2012","Oppenheimer & Bartlett, 2002","‘opiuma","PITDUL","Tree","Perennial",FALSE,TRUE,2013-12-12 15:30:01,"Kelly Kozar","Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",26871,"KALA","‘opiuma","Tree","Non-Native","nat",NA,NA,NA,NA,"Pithecellobium dulce","(Roxb.) Benth.","D35FC101-998C-450A-AEAD-D9320445357A","Pithecellobium dulce","(Roxb.) Benth.","Accepted","D35FC101-998C-450A-AEAD-D9320445357A","Accepted","1003508-2","54905121-DD6B-49C0-A1DB-F273383A3994","Pithecellobium dulce","(Roxb.) Benth.","London J. Bot. 3: 199 (1844)","species","Viridiplantae","Magnoliophyta","Eudicot-Rosids","Fabales","Fabaceae","Pithecellobium","NULL","dulce","NULL","NULL","Least Concern","NULL","‘opiuma [opiuma], Manila tamarind","Yes"
